Estado,SKU,Nome,PV,Preço Consumidor,25%,35%,42%,50%,Origem_Aba
RS,27,0246 Pó de Proteína 480g,"39,25","401,00","300,73","266,87","243,16","216,07",RS(1)
RS,50,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","271,53","240,95","219,55","195,09",RS(1)
RS,19,306B NutreV pack 10 unidades,"80,90","790,00","533,22","503,30","482,35","458,42",RS(1)
RS,67,1639 NutreV,"7,40","79,00","66,03","62,02","59,21","56,01",RS(1)
RS,57,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","144,14","127,91","116,55","103,56",RS(1)
RS,10,040K Protein Crunch,"12,30","112,00","86,51","76,77","69,96","62,16",RS(1)
RS,05,146K Glutamina,"9,10","80,00","59,41","54,17","50,50","46,31",RS(1)
RS,09,0242 Pó de Proteína 240g,"19,30","221,00","162,63","144,32","131,50","116,86",RS(1)
RS,05,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","847,90","752,42","685,58","609,20",RS(1)
RS,41,063K Herbal Concentrate Limão 51g,"21,45","222,00","163,91","145,45","132,53","117,77",RS(1)
RS,49,0927 Fiber Powder,"24,65","243,00","183,73","163,04","148,56","132,01",RS(1)
RS,36,191K Whey Protein sabor Baunilha,"24,55","256,00","192,54","176,12","164,62","151,48",RS(1)
RS,17,061K Herbal Concentrate Canela 102g,"37,60","364,00","271,53","240,95","219,55","195,09",RS(1)
RS,19,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","527,87","468,43","426,82","379,27",RS(1)
RS,47,147K Whey Protein 3W,"24,55","256,00","192,54","176,12","164,62","151,48",RS(1)
RS,17,223K OnActive Drink,"19,45","176,00","135,00","121,88","112,70","102,21",RS(1)
RS,25,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","375,10","337,62","311,39","281,41",RS(1)
RS,01,0931 Nutri Soup Creme Verde,"25,75","246,00","183,04","162,43","148,00","131,51",RS(1)
RS,11,148K BCAA 5:1:1,"25,85","264,00","199,17","181,80","169,64","155,74",RS(1)
RS,02,496K Fiber Concentrate Uva,"20,30","206,00","144,14","127,91","116,55","103,56",RS(1)
RS,498K,Fiber Concentrate Manga,"20,30","206,00","144,14","127,91","116,55","103,56",RS(1)
RS,10,059K Herbal Concentrate Original 102g,"37,60","364,00","271,53","240,95","219,55","195,09",RS(1)
RS,19,0065 Herbalifeline,"27,70","281,00","208,21","184,76","168,35","149,60",RS(1)
RS,40,3122 Multivitaminas e Minerais,"10,75","122,00","87,80","77,91","70,99","63,08",RS(1)
RS,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,71","10,71","10,01","9,20",RS(1)
RS,49,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","60,23","55,09","51,49","47,38",RS(1)
RS,78,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","119,57","107,86","99,66","90,29",RS(1)
RS,59,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","184,84","166,18","153,11","138,18",RS(1)
RS,37,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","121,88","109,88","101,49","91,89",RS(1)
RS,66,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","260,51","234,32","215,99","195,04",RS(1)
RS,31,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","51,64","47,23","44,14","40,61",RS(1)
RS,64,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","21,12","19,33","18,07","16,63",RS(1)
TO,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","374,89","332,67","303,12","269,34",TO(1)
TO,50,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","374,89","332,67","303,12","269,34",TO(1)
TO,50,447K Shake Pistache,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,249K Shake Frapê de Abacaxi,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,295K Shake Cookies & Cream,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,023K Shake Café Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,0940 Shake Doce De Leite,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,3144 Shake Chocolate Sensation,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,0951 Shake Baunilha Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,0953 Shake Morango Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,326K Shake Banana Caramelizada,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,439K Shake Torta de Limão,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,0930 Shake Coco,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",TO(1)
TO,50,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","607,09","538,73","490,88","436,19",TO(1)
TO,50,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",TO(1)
TO,50,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",TO(1)
TO,50,1445 CR7 Drive,"26,75","243,00","196,96","178,20","165,06","150,05",TO(1)
TO,61,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","67,23","60,60","55,96","50,66",TO(1)
TO,30,0020 Xtra-Cal,"11,00","109,00","81,06","71,93","65,54","58,24",TO(1)
TO,29,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","66,89","61,19","57,21","52,65",TO(1)
TO,63,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","66,89","61,19","57,21","52,65",TO(1)
TO,63,190K Liftoff sabor Amora Intenso,"20,20","196,00","150,25","135,64","125,42","113,73",TO(1)
TO,63,371K Liftoff sabor Abacaxi,"20,20","196,00","150,25","135,64","125,42","113,73",TO(1)
TO,63,317K Liftoff sabor Limão Siciliano,"20,20","196,00","150,25","135,64","125,42","113,73",TO(1)
TO,63,060K Herbal Concentrate Original 51g,"21,45","222,00","168,56","149,58","136,29","121,11",TO(1)
TO,65,057K N-R-G Original 100g,"24,45","252,00","184,45","163,68","149,14","132,52",TO(1)
TO,42,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","91,95","85,83","81,54","76,64",TO(1)
TO,37,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","91,95","85,83","81,54","76,64",TO(1)
TO,37,325K Creatina Premium 150g,"18,45","181,00","143,34","129,10","119,14","107,75",TO(1)
TO,84,318K Shape Control,"35,35","338,00","263,88","234,17","213,36","189,59",TO(1)
TO,36,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","234,71","208,28","189,78","168,63",TO(1)
TO,07,395K Nutri Soup Frango Com Legumes,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,058K N-R-G Original 60g,"15,85","159,00","122,31","108,54","98,90","87,88",TO(1)
TO,54,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","184,45","163,68","149,14","132,52",TO(1)
TO,42,0246 Pó de Proteína 480g,"39,25","401,00","309,26","274,43","250,06","222,20",TO(1)
TO,66,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","279,23","247,78","225,77","200,62",TO(1)
TO,34,306B NutreV pack 10 unidades,"80,90","790,00","548,34","517,57","496,03","471,42",TO(1)
TO,83,1639 NutreV,"7,40","79,00","67,90","63,78","60,89","57,59",TO(1)
TO,78,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","148,22","131,53","119,85","106,50",TO(1)
TO,25,040K Protein Crunch,"12,30","112,00","88,97","78,95","71,94","63,93",TO(1)
TO,20,146K Glutamina,"9,10","80,00","62,91","57,36","53,47","49,04",TO(1)
TO,39,0242 Pó de Proteína 240g,"19,30","221,00","167,25","148,41","135,23","120,17",TO(1)
TO,23,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","871,94","773,76","705,02","626,47",TO(1)
TO,54,063K Herbal Concentrate Limão 51g,"21,45","222,00","168,56","149,58","136,29","121,11",TO(1)
TO,65,0927 Fiber Powder,"24,65","243,00","188,94","167,67","152,77","135,75",TO(1)
TO,51,191K Whey Protein sabor Baunilha,"24,55","256,00","198,00","181,11","169,29","155,77",TO(1)
TO,35,061K Herbal Concentrate Canela 102g,"37,60","364,00","279,23","247,78","225,77","200,62",TO(1)
TO,34,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","542,84","481,71","438,92","390,02",TO(1)
TO,60,147K Whey Protein 3W,"24,55","256,00","198,00","181,11","169,29","155,77",TO(1)
TO,35,223K OnActive Drink,"19,45","176,00","138,83","125,34","115,90","105,11",TO(1)
TO,40,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","377,97","340,21","313,78","283,57",TO(1)
TO,06,0931 Nutri Soup Creme Verde,"25,75","246,00","188,23","167,03","152,20","135,24",TO(1)
TO,25,148K BCAA 5:1:1,"25,85","264,00","204,82","186,95","174,45","160,16",TO(1)
TO,20,496K Fiber Concentrate Uva,"20,30","206,00","148,22","131,53","119,85","106,50",TO(1)
TO,498K,Fiber Concentrate Manga,"20,30","206,00","148,22","131,53","119,85","106,50",TO(1)
TO,25,059K Herbal Concentrate Original 102g,"37,60","364,00","279,23","247,78","225,77","200,62",TO(1)
TO,34,0065 Herbalifeline,"27,70","281,00","209,81","186,18","169,64","150,74",TO(1)
TO,44,3122 Multivitaminas e Minerais,"10,75","122,00","88,47","78,51","71,54","63,57",TO(1)
TO,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,86","10,84","10,13","9,32",TO(1)
TO,55,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","50,64","46,32","43,29","39,84",TO(1)
TO,86,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","100,25","90,44","83,56","75,71",TO(1)
TO,53,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","154,99","139,33","128,38","115,86",TO(1)
TO,34,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","102,19","92,14","85,10","77,05",TO(1)
TO,58,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","218,43","196,48","181,10","163,54",TO(1)
TO,29,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","52,39","47,91","44,78","41,19",TO(1)
TO,72,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","17,76","16,25","15,19","13,99",TO(1)
ES,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","354,58","314,65","286,70","254,75",ES(1)
ES,26,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","354,58","314,65","286,70","254,75",ES(1)
ES,26,447K Shake Pistache,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,249K Shake Frapê de Abacaxi,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,295K Shake Cookies & Cream,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,023K Shake Café Cremoso,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,0940 Shake Doce De Leite,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,3144 Shake Chocolate Sensation,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,0951 Shake Baunilha Cremoso,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,0953 Shake Morango Cremoso,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,326K Shake Banana Caramelizada,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,439K Shake Torta de Limão,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,0930 Shake Coco,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","604,22","536,18","488,55","434,12",ES(1)
ES,26,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","574,20","509,55","464,29","412,56",ES(1)
ES,26,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","604,22","536,18","488,55","434,12",ES(1)
ES,26,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","604,22","536,18","488,55","434,12",ES(1)
ES,26,1445 CR7 Drive,"26,75","243,00","190,51","172,36","159,65","145,13",ES(1)
ES,43,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","63,59","57,32","52,93","47,91",ES(1)
ES,02,0020 Xtra-Cal,"11,00","109,00","78,24","69,43","63,27","56,22",ES(1)
ES,11,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","63,27","57,88","54,11","49,80",ES(1)
ES,33,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","63,27","57,88","54,11","49,80",ES(1)
ES,33,190K Liftoff sabor Amora Intenso,"20,20","196,00","145,03","130,93","121,06","109,78",ES(1)
ES,43,371K Liftoff sabor Abacaxi,"20,20","196,00","145,03","130,93","121,06","109,78",ES(1)
ES,43,317K Liftoff sabor Limão Siciliano,"20,20","196,00","145,03","130,93","121,06","109,78",ES(1)
ES,43,060K Herbal Concentrate Original 51g,"21,45","222,00","159,42","141,47","128,91","114,54",ES(1)
ES,34,057K N-R-G Original 100g,"24,45","252,00","174,45","154,81","141,06","125,34",ES(1)
ES,13,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","88,84","82,92","78,77","74,04",ES(1)
ES,12,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","88,84","82,92","78,77","74,04",ES(1)
ES,12,325K Creatina Premium 150g,"18,45","181,00","135,57","122,11","112,68","101,91",ES(1)
ES,52,318K Shape Control,"35,35","338,00","249,58","221,48","201,81","179,32",ES(1)
ES,07,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","221,99","196,99","179,49","159,50",ES(1)
ES,74,395K Nutri Soup Frango Com Legumes,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,058K N-R-G Original 60g,"15,85","159,00","115,68","102,66","93,54","83,12",ES(1)
ES,24,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","174,45","154,81","141,06","125,34",ES(1)
ES,13,0246 Pó de Proteína 480g,"39,25","401,00","292,51","259,57","236,51","210,16",ES(1)
ES,35,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","264,10","234,36","213,54","189,75",ES(1)
ES,05,306B NutreV pack 10 unidades,"80,90","790,00","518,63","489,53","469,16","445,88",ES(1)
ES,51,1639 NutreV,"7,40","79,00","64,22","60,32","57,59","54,47",ES(1)
ES,36,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","140,19","124,41","113,36","100,73",ES(1)
ES,96,040K Protein Crunch,"12,30","112,00","84,15","74,67","68,04","60,46",ES(1)
ES,92,146K Glutamina,"9,10","80,00","59,50","54,25","50,58","46,38",ES(1)
ES,10,0242 Pó de Proteína 240g,"19,30","221,00","158,18","140,37","127,91","113,66",ES(1)
ES,89,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","824,70","731,84","666,83","592,53",ES(1)
ES,29,063K Herbal Concentrate Limão 51g,"21,45","222,00","159,42","141,47","128,91","114,54",ES(1)
ES,34,0927 Fiber Powder,"24,65","243,00","178,70","158,58","144,50","128,40",ES(1)
ES,21,191K Whey Protein sabor Baunilha,"24,55","256,00","187,28","171,30","160,11","147,33",ES(1)
ES,00,061K Herbal Concentrate Canela 102g,"37,60","364,00","264,10","234,36","213,54","189,75",ES(1)
ES,05,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","513,43","455,61","415,14","368,89",ES(1)
ES,35,147K Whey Protein 3W,"24,55","256,00","187,28","171,30","160,11","147,33",ES(1)
ES,00,223K OnActive Drink,"19,45","176,00","131,31","118,55","109,62","99,41",ES(1)
ES,11,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","365,16","328,68","303,14","273,96",ES(1)
ES,85,0931 Nutri Soup Creme Verde,"25,75","246,00","178,03","157,99","143,95","127,91",ES(1)
ES,97,148K BCAA 5:1:1,"25,85","264,00","193,72","176,82","165,00","151,48",ES(1)
ES,86,496K Fiber Concentrate Uva,"20,30","206,00","140,19","124,41","113,36","100,73",ES(1)
ES,498K,Fiber Concentrate Manga,"20,30","206,00","140,19","124,41","113,36","100,73",ES(1)
ES,96,059K Herbal Concentrate Original 102g,"37,60","364,00","264,10","234,36","213,54","189,75",ES(1)
ES,05,0065 Herbalifeline,"27,70","281,00","202,51","179,71","163,75","145,50",ES(1)
ES,25,3122 Multivitaminas e Minerais,"10,75","122,00","85,40","75,78","69,05","61,36",ES(1)
ES,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,22","10,26","9,58","8,82",ES(1)
ES,30,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","47,90","43,81","40,95","37,68",ES(1)
ES,59,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","106,09","95,70","88,43","80,11",ES(1)
ES,85,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","164,00","147,44","135,85","122,60",ES(1)
ES,65,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","108,14","97,50","90,05","81,53",ES(1)
ES,91,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","231,14","207,90","191,64","173,05",ES(1)
ES,60,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","49,55","45,31","42,35","38,96",ES(1)
ES,41,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","16,80","15,37","14,37","13,23",ES(1)
CE,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","355,50","315,46","287,44","255,41",CE(1)
CE,27,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","355,50","315,46","287,44","255,41",CE(1)
CE,27,447K Shake Pistache,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,249K Shake Frapê de Abacaxi,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,295K Shake Cookies & Cream,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,023K Shake Café Cremoso,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,0940 Shake Doce De Leite,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,3144 Shake Chocolate Sensation,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,0951 Shake Baunilha Cremoso,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,0953 Shake Morango Cremoso,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,326K Shake Banana Caramelizada,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,439K Shake Torta de Limão,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,0930 Shake Coco,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","605,79","537,57","489,82","435,25",CE(1)
CE,27,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","575,69","510,87","465,49","413,63",CE(1)
CE,27,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","605,79","537,57","489,82","435,25",CE(1)
CE,27,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","605,79","537,57","489,82","435,25",CE(1)
CE,27,1445 CR7 Drive,"26,75","243,00","190,15","172,04","159,36","144,86",CE(1)
CE,42,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","63,75","57,46","53,07","48,04",CE(1)
CE,03,0020 Xtra-Cal,"11,00","109,00","78,44","69,61","63,43","56,36",CE(1)
CE,12,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","63,43","58,03","54,25","49,92",CE(1)
CE,34,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","63,43","58,03","54,25","49,92",CE(1)
CE,34,190K Liftoff sabor Amora Intenso,"20,20","196,00","145,40","131,27","121,37","110,06",CE(1)
CE,45,371K Liftoff sabor Abacaxi,"20,20","196,00","145,40","131,27","121,37","110,06",CE(1)
CE,45,317K Liftoff sabor Limão Siciliano,"20,20","196,00","145,40","131,27","121,37","110,06",CE(1)
CE,45,060K Herbal Concentrate Original 51g,"21,45","222,00","159,84","141,84","129,24","114,84",CE(1)
CE,35,057K N-R-G Original 100g,"24,45","252,00","174,91","155,21","141,42","125,67",CE(1)
CE,14,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","88,90","82,97","78,83","74,09",CE(1)
CE,12,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","88,90","82,97","78,83","74,09",CE(1)
CE,12,325K Creatina Premium 150g,"18,45","181,00","135,92","122,42","112,98","102,18",CE(1)
CE,54,318K Shape Control,"35,35","338,00","250,23","222,05","202,33","179,79",CE(1)
CE,09,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","222,57","197,50","179,96","159,91",CE(1)
CE,75,395K Nutri Soup Frango Com Legumes,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,058K N-R-G Original 60g,"15,85","159,00","115,98","102,92","93,78","83,33",CE(1)
CE,26,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","174,91","155,21","141,42","125,67",CE(1)
CE,14,0246 Pó de Proteína 480g,"39,25","401,00","293,26","260,24","237,12","210,70",CE(1)
CE,37,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","264,78","234,97","214,09","190,24",CE(1)
CE,06,306B NutreV pack 10 unidades,"80,90","790,00","519,98","490,80","470,37","447,03",CE(1)
CE,53,1639 NutreV,"7,40","79,00","64,39","60,48","57,74","54,61",CE(1)
CE,38,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","140,56","124,73","113,65","100,99",CE(1)
CE,97,040K Protein Crunch,"12,30","112,00","84,37","74,87","68,22","60,62",CE(1)
CE,93,146K Glutamina,"9,10","80,00","59,65","54,39","50,71","46,50",CE(1)
CE,11,0242 Pó de Proteína 240g,"19,30","221,00","158,60","140,74","128,24","113,95",CE(1)
CE,90,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","826,84","733,73","668,56","594,07",CE(1)
CE,30,063K Herbal Concentrate Limão 51g,"21,45","222,00","159,84","141,84","129,24","114,84",CE(1)
CE,35,0927 Fiber Powder,"24,65","243,00","179,17","158,99","144,87","128,73",CE(1)
CE,22,191K Whey Protein sabor Baunilha,"24,55","256,00","187,76","171,74","160,53","147,71",CE(1)
CE,02,061K Herbal Concentrate Canela 102g,"37,60","364,00","264,78","234,97","214,09","190,24",CE(1)
CE,06,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","514,76","456,79","416,22","369,85",CE(1)
CE,36,147K Whey Protein 3W,"24,55","256,00","187,76","171,74","160,53","147,71",CE(1)
CE,02,223K OnActive Drink,"19,45","176,00","131,65","118,86","109,90","99,67",CE(1)
CE,12,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","365,41","328,90","303,35","274,15",CE(1)
CE,86,0931 Nutri Soup Creme Verde,"25,75","246,00","178,50","158,39","144,32","128,24",CE(1)
CE,98,148K BCAA 5:1:1,"25,85","264,00","194,22","177,28","165,42","151,87",CE(1)
CE,88,496K Fiber Concentrate Uva,"20,30","206,00","140,56","124,73","113,65","100,99",CE(1)
CE,498K,Fiber Concentrate Manga,"20,30","206,00","140,56","124,73","113,65","100,99",CE(1)
CE,97,059K Herbal Concentrate Original 102g,"37,60","364,00","264,78","234,97","214,09","190,24",CE(1)
CE,06,0065 Herbalifeline,"27,70","281,00","203,04","180,17","164,17","145,88",CE(1)
CE,27,3122 Multivitaminas e Minerais,"10,75","122,00","85,62","75,98","69,23","61,52",CE(1)
CE,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,22","9,35","8,73","8,03",CE(1)
CE,92,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","48,03","43,93","41,06","37,78",CE(1)
CE,61,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","96,63","87,17","80,54","72,97",CE(1)
CE,33,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","149,38","134,30","123,74","111,67",CE(1)
CE,15,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","98,50","88,81","82,02","74,27",CE(1)
CE,38,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","210,54","189,37","174,56","157,63",CE(1)
CE,10,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","49,68","45,43","42,46","39,06",CE(1)
CE,43,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","15,31","14,01","13,10","12,06",CE(1)
DF,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","368,42","326,93","297,89","264,70",DF(1)
DF,43,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","368,42","326,93","297,89","264,70",DF(1)
DF,43,447K Shake Pistache,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,249K Shake Frapê de Abacaxi,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,295K Shake Cookies & Cream,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,023K Shake Café Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,0940 Shake Doce De Leite,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,3144 Shake Chocolate Sensation,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,0951 Shake Baunilha Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,0953 Shake Morango Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,326K Shake Banana Caramelizada,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,439K Shake Torta de Limão,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,0930 Shake Coco,"25,75","246,00","184,99","164,15","149,57","132,91",DF(1)
DF,16,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF(1)
DF,42,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","596,63","529,44","482,42","428,67",DF(1)
DF,42,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF(1)
DF,42,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF(1)
DF,42,1445 CR7 Drive,"26,75","243,00","193,79","175,33","162,41","147,63",DF(1)
DF,52,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","66,07","59,55","54,99","49,78",DF(1)
DF,21,0020 Xtra-Cal,"11,00","109,00","79,75","70,77","64,49","57,30",DF(1)
DF,21,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","65,74","60,14","56,22","51,74",DF(1)
DF,53,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","65,74","60,14","56,22","51,74",DF(1)
DF,53,190K Liftoff sabor Amora Intenso,"20,20","196,00","147,83","133,45","123,39","111,90",DF(1)
DF,54,371K Liftoff sabor Abacaxi,"20,20","196,00","147,83","133,45","123,39","111,90",DF(1)
