Estado,SKU,Nome,PV,Preço Consumidor,25%,35%,42%,50%,Origem_Aba
SC,07,223K OnActive Drink,"19,45","176,00","126,89","116,66","109,49","101,31",SC
SC,21,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","352,59","323,34","302,87","279,48",SC
SC,97,0931 Nutri Soup Creme Verde,"25,75","246,00","172,04","155,96","144,71","131,84",SC
SC,12,148K BCAA 5:1:1,"25,85","264,00","187,20","173,65","164,16","153,32",SC
SC,93,496K Fiber Concentrate Uva,"20,30","206,00","135,48","122,82","113,95","103,82",SC
SC,498K,Fiber Concentrate Manga,"20,30","206,00","135,48","122,82","113,95","103,82",SC
SC,11,059K Herbal Concentrate Original 102g,"37,60","364,00","255,21","231,36","214,66","195,58",SC
SC,20,0065 Herbalifeline,"27,70","281,00","195,70","177,41","164,61","149,97",SC
SC,41,3122 Multivitaminas e Minerais,"10,75","122,00","82,53","74,81","69,41","63,24",SC
SC,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,84","10,07","9,53","8,91",SC
SC,35,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","51,23","47,95","45,65","43,03",SC
SC,25,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","103,47","95,87","90,54","84,45",SC
SC,16,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","159,96","147,83","139,34","129,64",SC
SC,97,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","105,48","97,68","92,22","85,99",SC
SC,23,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","225,45","208,43","196,52","182,90",SC
SC,92,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","47,88","44,48","42,11","39,39",SC
SC,47,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","17,97","16,82","16,02","15,10",SC
PR,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","353,29","321,26","298,84","273,22",PR
PR,57,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","353,29","321,26","298,84","273,22",PR
PR,57,447K Shake Pistache,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,249K Shake Frapê de Abacaxi,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,295K Shake Cookies & Cream,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,023K Shake Café Cremoso,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,0940 Shake Doce De Leite,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,3144 Shake Chocolate Sensation,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,0951 Shake Baunilha Cremoso,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,0953 Shake Morango Cremoso,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,326K Shake Banana Caramelizada,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,439K Shake Torta de Limão,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,0930 Shake Coco,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","602,02","547,45","509,25","465,59",PR
PR,56,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","572,12","520,26","483,95","442,47",PR
PR,57,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","602,02","547,45","509,25","465,59",PR
PR,56,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","602,02","547,45","509,25","465,59",PR
PR,56,1445 CR7 Drive,"26,75","243,00","189,44","174,90","164,73","153,10",PR
PR,72,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","63,35","58,33","54,81","50,78",PR
PR,32,0020 Xtra-Cal,"11,00","109,00","77,96","70,89","65,94","60,29",PR
PR,48,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","63,04","58,72","55,69","52,23",PR
PR,59,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","63,04","58,72","55,69","52,23",PR
PR,59,190K Liftoff sabor Amora Intenso,"20,20","196,00","144,50","133,19","125,27","116,23",PR
PR,75,371K Liftoff sabor Abacaxi,"20,20","196,00","144,50","133,19","125,27","116,23",PR
PR,75,317K Liftoff sabor Limão Siciliano,"20,20","196,00","144,50","133,19","125,27","116,23",PR
PR,75,060K Herbal Concentrate Original 51g,"21,45","222,00","158,85","144,45","134,37","122,85",PR
PR,73,057K N-R-G Original 100g,"24,45","252,00","173,82","158,06","147,03","134,43",PR
PR,50,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","88,44","83,69","80,37","76,58",PR
PR,36,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","88,44","83,69","80,37","76,58",PR
PR,36,325K Creatina Premium 150g,"18,45","181,00","135,08","124,28","116,72","108,08",PR
PR,86,318K Shape Control,"35,35","338,00","248,68","226,13","210,35","192,32",PR
PR,44,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","221,18","201,13","187,10","171,06",PR
PR,15,395K Nutri Soup Frango Com Legumes,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,058K N-R-G Original 60g,"15,85","159,00","115,26","104,82","97,50","89,14",PR
PR,62,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","173,82","158,06","147,03","134,43",PR
PR,50,0246 Pó de Proteína 480g,"39,25","401,00","291,44","265,02","246,53","225,39",PR
PR,74,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","263,14","239,28","222,59","203,50",PR
PR,41,306B NutreV pack 10 unidades,"80,90","790,00","516,75","493,40","477,06","458,39",PR
PR,67,1639 NutreV,"7,40","79,00","63,99","60,86","58,67","56,17",PR
PR,59,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","139,68","127,02","118,16","108,03",PR
PR,32,040K Protein Crunch,"12,30","112,00","83,84","76,24","70,92","64,85",PR
PR,27,146K Glutamina,"9,10","80,00","59,28","55,07","52,13","48,76",PR
PR,36,0242 Pó de Proteína 240g,"19,30","221,00","157,61","143,32","133,32","121,90",PR
PR,32,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","821,71","747,22","695,08","635,49",PR
PR,60,063K Herbal Concentrate Limão 51g,"21,45","222,00","158,85","144,45","134,37","122,85",PR
PR,73,0927 Fiber Powder,"24,65","243,00","178,05","161,91","150,62","137,71",PR
PR,59,191K Whey Protein sabor Baunilha,"24,55","256,00","186,60","173,78","164,81","154,56",PR
PR,30,061K Herbal Concentrate Canela 102g,"37,60","364,00","263,14","239,28","222,59","203,50",PR
PR,41,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","511,56","465,19","432,73","395,63",PR
PR,67,147K Whey Protein 3W,"24,55","256,00","186,60","173,78","164,81","154,56",PR
PR,30,223K OnActive Drink,"19,45","176,00","130,83","120,60","113,43","105,25",PR
PR,41,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","363,52","334,28","313,81","290,42",PR
PR,21,0931 Nutri Soup Creme Verde,"25,75","246,00","177,39","161,31","150,05","137,19",PR
PR,33,148K BCAA 5:1:1,"25,85","264,00","193,02","179,46","169,98","159,14",PR
PR,16,496K Fiber Concentrate Uva,"20,30","206,00","139,68","127,02","118,16","108,03",PR
PR,498K,Fiber Concentrate Manga,"20,30","206,00","139,68","127,02","118,16","108,03",PR
PR,32,059K Herbal Concentrate Original 102g,"37,60","364,00","263,14","239,28","222,59","203,50",PR
PR,41,0065 Herbalifeline,"27,70","281,00","201,78","183,49","170,68","156,05",PR
PR,63,3122 Multivitaminas e Minerais,"10,75","122,00","85,09","77,37","71,98","65,80",PR
PR,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,17","10,40","9,87","9,25",PR
PR,51,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","47,73","44,45","42,15","39,53",PR
PR,82,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","103,47","95,87","90,54","84,45",PR
PR,16,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","159,96","147,83","139,34","129,64",PR
PR,97,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","105,48","97,68","92,22","85,99",PR
PR,23,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","225,45","208,43","196,52","182,90",PR
PR,92,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","49,37","45,97","43,59","40,88",PR
PR,68,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","16,74","15,59","14,79","13,87",PR
SE,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","355,50","323,47","301,05","275,43",SE
SE,61,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","355,50","323,47","301,05","275,43",SE
SE,61,447K Shake Pistache,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,249K Shake Frapê de Abacaxi,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,295K Shake Cookies & Cream,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,023K Shake Café Cremoso,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,0940 Shake Doce De Leite,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,3144 Shake Chocolate Sensation,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,0951 Shake Baunilha Cremoso,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,0953 Shake Morango Cremoso,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,326K Shake Banana Caramelizada,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,439K Shake Torta de Limão,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,0930 Shake Coco,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","605,79","551,21","513,01","469,36",SE
SE,60,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","575,69","523,83","487,53","446,04",SE
SE,60,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","605,79","551,21","513,01","469,36",SE
SE,60,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","605,79","551,21","513,01","469,36",SE
SE,60,1445 CR7 Drive,"26,75","243,00","190,62","176,08","165,91","154,28",SE
SE,77,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","63,75","58,72","55,20","51,18",SE
SE,36,0020 Xtra-Cal,"11,00","109,00","78,44","71,38","66,43","60,78",SE
SE,53,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","63,43","59,11","56,08","52,63",SE
SE,63,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","63,43","59,11","56,08","52,63",SE
SE,63,190K Liftoff sabor Amora Intenso,"20,20","196,00","145,40","134,09","126,18","117,13",SE
SE,80,371K Liftoff sabor Abacaxi,"20,20","196,00","145,40","134,09","126,18","117,13",SE
SE,80,317K Liftoff sabor Limão Siciliano,"20,20","196,00","145,40","134,09","126,18","117,13",SE
SE,80,060K Herbal Concentrate Original 51g,"21,45","222,00","161,86","147,46","137,38","125,86",SE
SE,87,057K N-R-G Original 100g,"24,45","252,00","177,12","161,36","150,34","137,73",SE
SE,63,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","88,99","84,25","80,92","77,13",SE
SE,42,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","88,99","84,25","80,92","77,13",SE
SE,42,325K Creatina Premium 150g,"18,45","181,00","135,92","125,12","117,56","108,93",SE
SE,90,318K Shape Control,"35,35","338,00","250,23","227,69","211,91","193,88",SE
SE,48,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","222,57","202,52","188,48","172,44",SE
SE,20,395K Nutri Soup Frango Com Legumes,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,058K N-R-G Original 60g,"15,85","159,00","117,45","107,00","99,69","91,33",SE
SE,76,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","177,12","161,36","150,34","137,73",SE
SE,63,0246 Pó de Proteína 480g,"39,25","401,00","293,26","266,84","248,35","227,21",SE
SE,79,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","268,13","244,28","227,58","208,50",SE
SE,55,306B NutreV pack 10 unidades,"80,90","790,00","519,98","496,63","480,29","461,62",SE
SE,71,1639 NutreV,"7,40","79,00","64,39","61,26","59,07","56,57",SE
SE,64,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","140,56","127,90","119,03","108,90",SE
SE,36,040K Protein Crunch,"12,30","112,00","84,37","76,77","71,45","65,37",SE
SE,31,146K Glutamina,"9,10","80,00","59,65","55,44","52,50","49,13",SE
SE,40,0242 Pó de Proteína 240g,"19,30","221,00","158,60","144,31","134,31","122,88",SE
SE,37,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","837,31","762,82","710,68","651,09",SE
SE,72,063K Herbal Concentrate Limão 51g,"21,45","222,00","161,86","147,46","137,38","125,86",SE
SE,87,0927 Fiber Powder,"24,65","243,00","179,17","163,03","151,73","138,82",SE
SE,63,191K Whey Protein sabor Baunilha,"24,55","256,00","187,76","174,95","165,98","155,72",SE
SE,34,061K Herbal Concentrate Canela 102g,"37,60","364,00","268,13","244,28","227,58","208,50",SE
SE,55,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","521,27","474,90","442,44","405,35",SE
SE,78,147K Whey Protein 3W,"24,55","256,00","187,76","174,95","165,98","155,72",SE
SE,34,223K OnActive Drink,"19,45","176,00","131,65","121,41","114,25","106,06",SE
SE,45,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","365,79","336,55","316,08","292,69",SE
SE,25,0931 Nutri Soup Creme Verde,"25,75","246,00","178,50","162,41","151,16","138,29",SE
SE,37,148K BCAA 5:1:1,"25,85","264,00","194,22","180,67","171,18","160,34",SE
SE,20,496K Fiber Concentrate Uva,"20,30","206,00","140,56","127,90","119,03","108,90",SE
SE,498K,Fiber Concentrate Manga,"20,30","206,00","140,56","127,90","119,03","108,90",SE
SE,36,059K Herbal Concentrate Original 102g,"37,60","364,00","268,13","244,28","227,58","208,50",SE
SE,55,0065 Herbalifeline,"27,70","281,00","203,04","184,75","171,94","157,31",SE
SE,68,3122 Multivitaminas e Minerais,"10,75","122,00","85,62","77,91","72,51","66,34",SE
SE,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,11","10,34","9,80","9,18",SE
SE,48,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","51,92","48,64","46,34","43,72",SE
SE,33,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","104,87","97,26","91,93","85,84",SE
SE,27,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","162,12","149,99","141,50","131,79",SE
SE,07,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","106,90","99,10","93,64","87,41",SE
SE,33,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","228,49","211,47","199,55","185,94",SE
SE,02,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","49,68","46,28","43,90","41,19",SE
SE,72,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","18,21","17,06","16,26","15,34",SE
RN,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","374,89","332,67","303,12","269,34",RN
RN,50,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","374,89","332,67","303,12","269,34",RN
RN,50,447K Shake Pistache,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,249K Shake Frapê de Abacaxi,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,295K Shake Cookies & Cream,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,023K Shake Café Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,0940 Shake Doce De Leite,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,3144 Shake Chocolate Sensation,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,0951 Shake Baunilha Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,0953 Shake Morango Cremoso,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,326K Shake Banana Caramelizada,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,439K Shake Torta de Limão,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,0930 Shake Coco,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",RN
RN,50,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","607,09","538,73","490,88","436,19",RN
RN,50,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",RN
RN,50,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","638,83","566,89","516,54","458,99",RN
RN,50,1445 CR7 Drive,"26,75","243,00","196,96","178,20","165,06","150,05",RN
RN,61,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","67,23","60,60","55,96","50,66",RN
RN,30,0020 Xtra-Cal,"11,00","109,00","81,06","71,93","65,54","58,24",RN
RN,29,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","66,89","61,19","57,21","52,65",RN
RN,63,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","66,89","61,19","57,21","52,65",RN
RN,63,190K Liftoff sabor Amora Intenso,"20,20","196,00","150,25","135,64","125,42","113,73",RN
RN,63,371K Liftoff sabor Abacaxi,"20,20","196,00","150,25","135,64","125,42","113,73",RN
RN,63,317K Liftoff sabor Limão Siciliano,"20,20","196,00","150,25","135,64","125,42","113,73",RN
RN,63,060K Herbal Concentrate Original 51g,"21,45","222,00","168,56","149,58","136,29","121,11",RN
RN,65,057K N-R-G Original 100g,"24,45","252,00","184,45","163,68","149,14","132,52",RN
RN,42,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","91,95","85,83","81,54","76,64",RN
RN,37,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","91,95","85,83","81,54","76,64",RN
RN,37,325K Creatina Premium 150g,"18,45","181,00","143,34","129,10","119,14","107,75",RN
RN,84,318K Shape Control,"35,35","338,00","263,88","234,17","213,36","189,59",RN
RN,36,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","234,71","208,28","189,78","168,63",RN
RN,07,395K Nutri Soup Frango Com Legumes,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,058K N-R-G Original 60g,"15,85","159,00","122,31","108,54","98,90","87,88",RN
RN,54,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","184,45","163,68","149,14","132,52",RN
RN,42,0246 Pó de Proteína 480g,"39,25","401,00","309,26","274,43","250,06","222,20",RN
RN,66,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","279,23","247,78","225,77","200,62",RN
RN,34,306B NutreV pack 10 unidades,"80,90","790,00","548,34","517,57","496,03","471,42",RN
RN,83,1639 NutreV,"7,40","79,00","67,90","63,78","60,89","57,59",RN
RN,78,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","148,22","131,53","119,85","106,50",RN
RN,25,040K Protein Crunch,"12,30","112,00","88,97","78,95","71,94","63,93",RN
RN,20,146K Glutamina,"9,10","80,00","62,91","57,36","53,47","49,04",RN
RN,39,0242 Pó de Proteína 240g,"19,30","221,00","167,25","148,41","135,23","120,17",RN
RN,23,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","871,94","773,76","705,02","626,47",RN
RN,54,063K Herbal Concentrate Limão 51g,"21,45","222,00","168,56","149,58","136,29","121,11",RN
RN,65,0927 Fiber Powder,"24,65","243,00","188,94","167,67","152,77","135,75",RN
RN,51,191K Whey Protein sabor Baunilha,"24,55","256,00","198,00","181,11","169,29","155,77",RN
RN,35,061K Herbal Concentrate Canela 102g,"37,60","364,00","279,23","247,78","225,77","200,62",RN
RN,34,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","542,84","481,71","438,92","390,02",RN
RN,60,147K Whey Protein 3W,"24,55","256,00","198,00","181,11","169,29","155,77",RN
RN,35,223K OnActive Drink,"19,45","176,00","138,83","125,34","115,90","105,11",RN
RN,40,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","377,97","340,21","313,78","283,57",RN
RN,06,0931 Nutri Soup Creme Verde,"25,75","246,00","188,23","167,03","152,20","135,24",RN
RN,25,148K BCAA 5:1:1,"25,85","264,00","204,82","186,95","174,45","160,16",RN
RN,20,496K Fiber Concentrate Uva,"20,30","206,00","148,22","131,53","119,85","106,50",RN
RN,498K,Fiber Concentrate Manga,"20,30","206,00","148,22","131,53","119,85","106,50",RN
RN,25,059K Herbal Concentrate Original 102g,"37,60","364,00","279,23","247,78","225,77","200,62",RN
RN,34,0065 Herbalifeline,"27,70","281,00","209,81","186,18","169,64","150,74",RN
RN,44,3122 Multivitaminas e Minerais,"10,75","122,00","88,47","78,51","71,54","63,57",RN
RN,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,86","10,84","10,13","9,32",RN
RN,55,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","50,64","46,32","43,29","39,84",RN
RN,86,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","110,40","99,59","92,02","83,37",RN
RN,09,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","170,67","153,44","141,37","127,58",RN
RN,88,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","112,53","101,46","93,71","84,85",RN
RN,15,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","240,54","216,36","199,43","180,09",RN
RN,83,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","52,39","47,91","44,78","41,19",RN
RN,72,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","17,76","16,25","15,19","13,99",RN
AL,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","366,96","334,94","312,52","286,90",AL(1)
AL,80,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","366,96","334,94","312,52","286,90",AL(1)
AL,80,447K Shake Pistache,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,249K Shake Frapê de Abacaxi,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,295K Shake Cookies & Cream,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,023K Shake Café Cremoso,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,0940 Shake Doce De Leite,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,3144 Shake Chocolate Sensation,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,0951 Shake Baunilha Cremoso,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,0953 Shake Morango Cremoso,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,326K Shake Banana Caramelizada,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,439K Shake Torta de Limão,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,0930 Shake Coco,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","625,33","570,75","532,55","488,90",AL(1)
AL,79,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","594,26","542,40","506,10","464,61",AL(1)
AL,79,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","625,33","570,75","532,55","488,90",AL(1)
AL,79,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","625,33","570,75","532,55","488,90",AL(1)
AL,79,1445 CR7 Drive,"26,75","243,00","196,76","182,22","172,04","160,41",AL(1)
AL,00,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","65,81","60,78","57,26","53,24",AL(1)
AL,57,0020 Xtra-Cal,"11,00","109,00","80,97","73,91","68,96","63,31",AL(1)
AL,76,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","65,48","61,16","58,13","54,67",AL(1)
AL,85,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","65,48","61,16","58,13","54,67",AL(1)
AL,85,190K Liftoff sabor Amora Intenso,"20,20","196,00","150,09","138,78","130,87","121,82",AL(1)
AL,03,371K Liftoff sabor Abacaxi,"20,20","196,00","150,09","138,78","130,87","121,82",AL(1)
AL,03,317K Liftoff sabor Limão Siciliano,"20,20","196,00","150,09","138,78","130,87","121,82",AL(1)
AL,03,060K Herbal Concentrate Original 51g,"21,45","222,00","162,89","148,49","138,41","126,90",AL(1)
AL,92,057K N-R-G Original 100g,"24,45","252,00","178,25","162,49","151,46","138,86",AL(1)
AL,68,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","91,86","87,11","83,79","80,00",AL(1)
AL,69,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","91,86","87,11","83,79","80,00",AL(1)
AL,69,325K Creatina Premium 150g,"18,45","181,00","138,52","127,72","120,16","111,52",AL(1)
AL,04,318K Shape Control,"35,35","338,00","258,30","235,76","219,98","201,95",AL(1)
AL,71,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","229,74","209,70","195,66","179,62",AL(1)
AL,46,395K Nutri Soup Frango Com Legumes,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,058K N-R-G Original 60g,"15,85","159,00","118,20","107,75","100,44","92,08",AL(1)
AL,81,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","178,25","162,49","151,46","138,86",AL(1)
AL,68,0246 Pó de Proteína 480g,"39,25","401,00","298,87","272,45","253,95","232,82",AL(1)
AL,93,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","269,84","245,99","229,29","210,21",AL(1)
AL,59,306B NutreV pack 10 unidades,"80,90","790,00","536,75","513,41","497,07","478,39",AL(1)
AL,91,1639 NutreV,"7,40","79,00","66,46","63,34","61,15","58,65",AL(1)
AL,93,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","145,09","132,43","123,57","113,44",AL(1)
AL,59,040K Protein Crunch,"12,30","112,00","87,09","79,49","74,17","68,09",AL(1)
AL,54,146K Glutamina,"9,10","80,00","60,79","56,58","53,64","50,27",AL(1)
AL,52,0242 Pó de Proteína 240g,"19,30","221,00","161,63","147,34","137,34","125,91",AL(1)
AL,52,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","842,64","768,15","716,01","656,42",AL(1)
AL,75,063K Herbal Concentrate Limão 51g,"21,45","222,00","162,89","148,49","138,41","126,90",AL(1)
AL,92,0927 Fiber Powder,"24,65","243,00","184,95","168,81","157,51","144,60",AL(1)
AL,87,191K Whey Protein sabor Baunilha,"24,55","256,00","191,35","178,53","169,56","159,31",AL(1)
AL,49,061K Herbal Concentrate Canela 102g,"37,60","364,00","269,84","245,99","229,29","210,21",AL(1)
AL,59,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","524,60","478,22","445,76","408,67",AL(1)
AL,82,147K Whey Protein 3W,"24,55","256,00","193,82","181,00","172,03","161,78",AL(1)
AL,59,223K OnActive Drink,"19,45","176,00","135,89","125,66","118,50","110,31",AL(1)
